id_incidente;fecha_incidente;hora_incidente;id_oficina;ciudad_oficina;agresion_verbal;agresion_fisica;llamada_fcs;dia_mes;aforo_alto;ocupacion_categoria;franja_horaria;agresion_fisica_verbal;es_fin_mes;dia_semana;cliente_reincidente
531;20/07/2023;11:00;ODONNELL01;O Donnell;1;0;0;20;0;media;manana;1;0;3;0
532;24/06/2023;9:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;24;1;alta;manana;0;0;5;0
533;12/04/2023;14:00;ZARAGOZA01;Zaragoza;0;0;0;12;0;media;cierre;0;0;2;0
534;21/04/2020;14:45;VALLADOLID01;Valladolid;1;0;0;21;1;alta;cierre;1;0;1;0
535;11/02/2023;8:45;VALENCIA01;Valencia;1;0;0;11;1;alta;manana;1;0;5;0
536;15/04/2023;8:15;BARCELONA01;Barcelona;0;0;0;15;1;alta;manana;0;0;5;0
537;21/06/2021;11:15;COSTARICA01;Costa Rica;0;0;0;21;0;media;manana;0;0;0;1
538;29/12/2023;8:45;MALAGA01;Malaga;1;0;0;29;0;media;manana;1;1;4;0
539;19/12/2022;14:30;VALENCIA01;Valencia;0;0;0;19;0;media;cierre;0;0;0;0
540;14/09/2020;10:45;BILBAO01;Bilbao;0;0;0;14;0;baja;manana;0;0;0;0
541;15/07/2021;13:00;BARCELONA01;Barcelona;0;0;0;15;0;baja;cierre;0;0;3;0
542;27/05/2021;14:30;LASPALMASDEGC01;Las Palmas de GC;0;0;0;27;1;alta;cierre;0;1;3;0
543;09/02/2021;14:45;MADRID01;Madrid;0;0;0;9;0;media;cierre;0;0;1;0
544;14/10/2021;10:45;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;14;0;baja;manana;1;0;3;0
545;29/04/2025;14:00;MADRIDODONNELL01;Madrid O Donnell;0;0;0;29;0;baja;cierre;0;1;1;0
546;09/04/2024;12:00;BILBAO01;Bilbao;1;0;0;9;0;media;cierre;1;0;1;0
547;28/02/2024;9:30;ACACIAS01;Acacias;0;0;0;28;1;alta;manana;0;1;2;0
548;27/02/2021;9:00;CORDOBA01;Cordoba;1;0;0;27;0;alta;manana;1;1;5;0
549;29/01/2020;11:00;VIGO01;Vigo;0;0;0;29;0;media;manana;0;1;2;0
550;09/09/2021;14:00;COSTARICA01;Costa Rica;1;0;0;9;1;media;cierre;1;0;3;0
551;25/08/2023;11:15;VALENCIA01;Valencia;0;0;0;25;1;alta;manana;0;1;4;0
552;09/08/2022;13:30;VALLADOLID01;Valladolid;0;0;0;9;0;media;cierre;0;0;1;1
553;29/11/2023;8:00;LASROZAS01;Las Rozas;1;0;0;29;0;alta;manana;1;1;2;0
554;23/01/2024;10:00;VALLADOLID01;Valladolid;0;0;0;23;0;media;manana;0;0;1;0
555;23/06/2022;10:30;VALENCIA01;Valencia;0;0;0;23;0;media;manana;0;0;3;0
556;08/06/2021;10:45;OVIEDO01;Oviedo;1;0;0;8;0;baja;manana;1;0;1;0
557;24/04/2025;9:15;MADRID01;Madrid;0;0;0;24;0;baja;manana;0;0;3;0
558;01/07/2022;12:45;MADRID01;Madrid;0;0;0;1;1;alta;cierre;0;0;4;0
559;20/04/2023;12:15;VALENCIA01;Valencia;1;0;1;20;1;alta;cierre;1;0;3;0
560;22/05/2024;9:15;MADRID01;Madrid;1;0;0;22;1;media;manana;1;0;2;0
561;02/09/2021;8:45;MADRID01;Madrid;0;0;0;2;0;baja;manana;0;0;3;0
562;19/05/2023;12:15;ZARAGOZA01;Zaragoza;0;0;0;19;0;baja;cierre;0;0;4;1
563;28/07/2022;11:15;MADRID01;Madrid;0;0;0;28;1;baja;manana;0;1;3;0
564;03/02/2021;9:45;DIAGONAL01;Diagonal;0;0;0;3;0;media;manana;0;0;2;0
565;31/10/2020;13:30;VALENCIA01;Valencia;0;0;0;31;1;media;cierre;0;1;5;0
566;11/08/2021;11:30;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;11;0;baja;manana;1;0;2;0
567;29/11/2022;13:00;MALAGA01;Malaga;0;0;0;29;1;media;cierre;0;1;1;0
568;08/07/2020;14:45;MURCIA01;Murcia;0;0;0;8;0;media;cierre;0;0;2;0
569;15/11/2024;10:15;BILBAO01;Bilbao;1;0;0;15;0;baja;manana;1;0;4;0
570;06/10/2022;8:45;ODONNELL01;O Donnell;0;0;0;6;1;alta;manana;0;0;3;0
571;31/03/2022;10:30;ACORUNA01;A Coruna;1;0;0;31;0;media;manana;1;1;3;0
572;26/03/2021;13:45;MADRID01;Madrid;0;0;0;26;0;baja;cierre;0;1;4;0
573;10/02/2025;13:30;MADRIDACACIAS01;Madrid Acacias;1;1;1;10;0;media;cierre;1;0;0;0
574;10/02/2023;11:30;SEVILLA01;Sevilla;0;0;0;10;0;media;manana;0;0;4;0
575;01/04/2022;9:45;OVIEDO01;Oviedo;1;0;0;1;0;media;manana;1;0;4;0
576;18/09/2024;14:45;ACACIAS01;Acacias;1;0;0;18;0;media;cierre;1;0;2;0
577;30/04/2025;8:15;OVIEDO01;Oviedo;0;0;0;30;1;alta;manana;0;1;2;0
578;15/03/2024;11:30;GRANADA01;Granada;0;0;0;15;1;alta;manana;0;0;4;0
579;19/03/2025;12:30;ALICANTE01;Alicante;0;0;0;19;0;baja;cierre;0;0;2;0
580;06/09/2024;13:30;ACACIAS01;Acacias;0;0;0;6;0;baja;cierre;0;0;4;1
581;15/11/2023;8:45;MADRID01;Madrid;0;0;0;15;0;baja;manana;0;0;2;0
582;20/06/2023;10:00;GRANADA01;Granada;1;0;0;20;1;baja;manana;1;0;1;0
583;22/02/2025;12:00;LASPALMAS01;Las Palmas;1;0;0;22;1;media;cierre;1;0;5;0
584;02/12/2020;12:45;BARCELONA01;Barcelona;0;0;0;2;1;baja;cierre;0;0;2;0
585;15/04/2021;14:30;BARCELONA01;Barcelona;1;0;1;15;0;media;cierre;1;0;3;0
586;16/01/2020;14:15;MURCIA01;Murcia;1;0;0;16;0;media;cierre;1;0;3;0
587;23/04/2025;12:30;LASPALMASDEGC01;Las Palmas de GC;0;0;0;23;0;baja;cierre;0;0;2;0
588;24/04/2024;9:15;VALENCIA01;Valencia;1;0;0;24;0;media;manana;1;0;2;0
589;27/02/2024;12:30;ALICANTE01;Alicante;0;0;0;27;0;media;cierre;0;1;1;0
590;13/08/2021;13:15;MADRID01;Madrid;0;0;0;13;0;media;cierre;0;0;4;1
591;14/06/2022;13:00;GIJON01;Gijon;1;0;0;14;0;baja;cierre;1;0;1;0
592;12/02/2020;13:00;ACORUNA01;A Coruna;0;0;0;12;1;media;cierre;0;0;2;0
593;13/05/2022;10:45;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;13;1;alta;manana;0;0;4;0
594;03/10/2022;8:30;BILBAO01;Bilbao;0;0;0;3;0;media;manana;0;0;0;0
595;16/04/2020;13:15;ZARAGOZA01;Zaragoza;0;0;0;16;0;baja;cierre;0;0;3;0
596;09/07/2022;8:30;CADIZ01;Cadiz;0;0;0;9;1;alta;manana;0;0;5;0
597;18/12/2021;10:45;MADRID01;Madrid;1;0;0;18;1;alta;manana;1;0;5;1
598;25/02/2023;9:15;MURCIA01;Murcia;0;0;0;25;1;alta;manana;0;1;5;0
599;17/04/2025;9:30;ACORUNA01;A Coruna;1;0;0;17;0;baja;manana;1;0;3;0
600;27/04/2023;12:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;27;0;baja;cierre;0;1;3;0
601;11/05/2021;14:15;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;11;0;baja;cierre;0;0;1;0
602;16/05/2020;10:45;VALENCIA01;Valencia;0;0;0;16;1;baja;manana;0;0;5;0
603;04/01/2022;14:30;BARCELONA01;Barcelona;0;0;0;4;0;alta;cierre;0;0;1;0
604;19/12/2023;13:30;BARCELONA01;Barcelona;0;0;0;19;0;media;cierre;0;0;1;1
605;06/09/2022;14:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;6;1;alta;cierre;0;0;1;0
606;17/12/2024;11:00;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;17;0;media;manana;0;0;1;0
607;16/05/2025;9:15;M?STOLES01;M?stoles;0;0;0;16;0;baja;manana;0;0;4;1
608;07/12/2024;14:45;GIJON01;Gijon;1;0;0;7;0;baja;cierre;1;0;5;0
609;27/07/2023;14:30;LASROZAS01;Las Rozas;0;0;0;27;0;media;cierre;0;1;3;0
610;05/05/2021;8:45;ALICANTE01;Alicante;0;0;0;5;1;alta;manana;0;0;2;0
611;20/07/2024;8:30;VALENCIA01;Valencia;1;0;0;20;1;alta;manana;1;0;5;0
612;10/09/2024;12:00;LASROZAS01;Las Rozas;1;1;1;10;1;alta;cierre;1;0;1;0
613;16/05/2022;11:30;MADRID01;Madrid;0;0;0;16;0;media;manana;0;0;0;0
614;26/03/2024;13:30;BARCELONA01;Barcelona;0;0;0;26;0;media;cierre;0;1;1;0
615;26/04/2023;12:45;MADRIDMOSTOLES01;Madrid Mostoles;1;1;1;26;1;media;cierre;1;1;2;0
616;22/06/2022;14:30;MAJADAHONDA01;Majadahonda;0;0;0;22;0;media;cierre;0;0;2;0
617;15/03/2022;8:15;SEVILLA01;Sevilla;1;0;0;15;0;media;manana;1;0;1;0
618;10/08/2024;11:00;BILBAO01;Bilbao;0;0;0;10;0;media;manana;0;0;5;0
619;25/06/2021;12:30;ODONNELL01;O Donnell;0;0;0;25;1;alta;cierre;0;1;4;1
620;28/12/2022;12:15;LASPALMAS01;Las Palmas;1;0;0;28;0;media;cierre;1;1;2;0
621;14/08/2020;13:00;M?STOLES01;M?stoles;0;0;0;14;1;alta;cierre;0;0;4;0
622;27/05/2022;13:45;MAJADAHONDA01;Majadahonda;0;0;0;27;0;media;cierre;0;1;4;0
623;24/08/2023;13:30;ACACIAS01;Acacias;0;0;0;24;1;alta;cierre;0;0;3;0
624;13/02/2025;13:45;BARCELONA01;Barcelona;0;0;0;13;0;media;cierre;0;0;3;0
625;07/03/2023;8:15;COSTARICA01;Costa Rica;0;0;0;7;1;media;manana;0;0;1;0
626;12/04/2023;8:00;ALICANTE01;Alicante;1;0;0;12;1;alta;manana;1;0;2;0
627;23/04/2020;10:45;COSTARICA01;Costa Rica;1;0;0;23;0;baja;manana;1;0;3;0
628;28/02/2022;8:00;MAJADAHONDA01;Majadahonda;0;0;0;28;0;media;manana;0;1;0;0
629;12/12/2023;9:15;COSTARICA01;Costa Rica;0;0;0;12;0;alta;manana;0;0;1;0
630;14/02/2020;11:45;BARCELONA01;Barcelona;0;0;0;14;0;media;manana;0;0;4;0
631;12/07/2024;10:45;GIJON01;Gijon;0;0;0;12;0;media;manana;0;0;4;0
632;17/01/2025;12:15;MADRIDACACIAS01;Madrid Acacias;0;0;0;17;0;baja;cierre;0;0;4;0
633;25/11/2020;11:00;BARCELONA01;Barcelona;0;0;0;25;1;baja;manana;0;1;2;0
634;12/09/2020;14:45;SALAMANCA01;Salamanca;1;0;0;12;1;alta;cierre;1;0;5;1
635;25/10/2022;12:45;CORDOBA01;Cordoba;0;0;0;25;1;baja;cierre;0;1;1;0
636;02/11/2022;10:00;MADRID01;Madrid;0;0;0;2;0;baja;manana;0;0;2;0
637;21/03/2024;13:30;MALAGA01;Malaga;1;0;0;21;0;media;cierre;1;0;3;0
638;14/03/2020;9:45;SANTANDER01;Santander;1;0;1;14;0;baja;manana;1;0;5;0
639;08/12/2021;11:15;LASROZAS01;Las Rozas;0;0;0;8;0;media;manana;0;0;2;0
640;16/05/2022;14:30;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;1;16;0;media;cierre;1;0;0;0
641;11/06/2024;8:30;VALENCIA01;Valencia;0;0;0;11;1;media;manana;0;0;1;0
642;15/04/2021;12:30;MADRID01;Madrid;1;0;0;15;1;media;cierre;1;0;3;0
643;11/04/2022;8:45;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;11;0;baja;manana;1;0;0;0
644;23/05/2023;10:15;ODONNELL01;O Donnell;0;0;0;23;0;media;manana;0;0;1;0
645;28/07/2020;8:45;ACORUNA01;A Coruna;0;0;0;28;0;baja;manana;0;1;1;0
646;29/04/2025;8:15;TENERIFE01;Tenerife;1;0;0;29;0;alta;manana;1;1;1;0
647;14/04/2021;13:00;MURCIA01;Murcia;1;0;0;14;0;baja;cierre;1;0;2;0
648;11/06/2021;8:30;ACACIAS01;Acacias;1;0;1;11;0;baja;manana;1;0;4;0
649;03/02/2024;9:15;BARCELONA01;Barcelona;0;0;0;3;0;baja;manana;0;0;5;0
650;31/03/2020;14:15;VALENCIA01;Valencia;1;1;1;31;0;media;cierre;1;1;1;0
651;09/11/2020;8:15;BARCELONA01;Barcelona;1;1;1;9;0;media;manana;1;0;0;0
652;23/06/2021;12:15;ZARAGOZA01;Zaragoza;0;0;0;23;0;alta;cierre;0;0;2;1
653;03/05/2022;14:15;BARCELONA01;Barcelona;0;0;0;3;0;media;cierre;0;0;1;0
654;23/05/2022;10:15;ACACIAS01;Acacias;1;0;0;23;1;alta;manana;1;0;0;0
655;30/07/2024;14:00;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;30;0;baja;cierre;0;1;1;0
656;04/03/2025;10:15;BILBAO01;Bilbao;0;0;0;4;0;media;manana;0;0;1;0
657;05/10/2022;9:30;CADIZ01;Cadiz;1;0;0;5;1;alta;manana;1;0;2;0
658;23/12/2024;14:15;ALICANTE01;Alicante;0;0;0;23;0;baja;cierre;0;0;0;0
659;10/07/2024;8:00;COSTARICA01;Costa Rica;1;1;1;10;0;media;manana;1;0;2;0
660;19/06/2020;9:00;MALAGA01;Malaga;1;0;1;19;0;baja;manana;1;0;4;0
661;16/11/2022;10:15;SALAMANCA01;Salamanca;0;0;0;16;1;alta;manana;0;0;2;1
662;20/07/2023;12:30;MADRIDACACIAS01;Madrid Acacias;0;0;0;20;1;alta;cierre;0;0;3;0
663;24/08/2023;8:15;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;24;0;baja;manana;0;0;3;0
664;14/04/2021;10:00;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;14;1;alta;manana;0;0;2;0
665;30/05/2023;9:45;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;30;0;baja;manana;0;1;1;0
666;31/01/2023;12:00;ALICANTE01;Alicante;0;0;0;31;1;media;cierre;0;1;1;0
667;23/11/2022;13:00;DIAGONAL01;Diagonal;0;0;0;23;1;alta;cierre;0;0;2;0
668;08/11/2024;11:45;MADRIDODONNELL01;Madrid O Donnell;0;0;0;8;0;baja;manana;0;0;4;0
669;26/11/2024;14:30;GIJON01;Gijon;1;0;0;26;0;alta;cierre;1;1;1;0
670;05/03/2025;12:00;LASPALMASDEGC01;Las Palmas de GC;0;0;0;5;1;alta;cierre;0;0;2;0
671;25/10/2023;11:15;SEVILLA01;Sevilla;0;0;0;25;1;baja;manana;0;1;2;0
672;17/10/2023;12:00;SALAMANCA01;Salamanca;0;0;0;17;1;baja;cierre;0;0;1;0
673;05/11/2021;13:30;ACACIAS01;Acacias;0;0;0;5;1;media;cierre;0;0;4;0
674;15/06/2023;11:00;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;15;0;alta;manana;0;0;3;0
675;09/05/2020;8:45;VALENCIA01;Valencia;1;0;0;9;0;media;manana;1;0;5;0
676;19/06/2023;14:45;LASPALMAS01;Las Palmas;0;0;0;19;0;media;cierre;0;0;0;0
677;07/12/2023;11:00;BILBAO01;Bilbao;0;0;0;7;0;baja;manana;0;0;3;0
678;16/01/2023;11:45;VALENCIA01;Valencia;0;0;0;16;1;media;manana;0;0;0;0
679;16/04/2021;8:00;M?STOLES01;M?stoles;0;0;0;16;1;alta;manana;0;0;4;1
680;23/01/2024;10:15;CADIZ01;Cadiz;0;0;0;23;0;baja;manana;0;0;1;1
681;25/01/2022;8:15;DIAGONAL01;Diagonal;0;0;0;25;1;media;manana;0;1;1;0
682;03/10/2023;10:30;MURCIA01;Murcia;0;0;0;3;0;media;manana;0;0;1;0
683;09/11/2023;11:30;MALAGA01;Malaga;0;0;0;9;0;media;manana;0;0;3;0
684;13/01/2024;11:45;SALAMANCA01;Salamanca;0;0;0;13;0;baja;manana;0;0;5;0
685;20/05/2022;8:00;GIJON01;Gijon;0;0;0;20;1;baja;manana;0;0;4;0
686;03/10/2020;14:15;BARCELONA01;Barcelona;0;0;0;3;1;alta;cierre;0;0;5;1
687;22/02/2022;11:45;LASPALMASDEGC01;Las Palmas de GC;1;0;0;22;0;alta;manana;1;0;1;1
688;10/06/2022;9:45;LASROZAS01;Las Rozas;0;0;0;10;0;baja;manana;0;0;4;0
689;27/11/2021;10:45;LASPALMAS01;Las Palmas;0;0;0;27;0;baja;manana;0;1;5;0
690;11/05/2023;11:45;SEVILLA01;Sevilla;0;0;0;11;0;alta;manana;0;0;3;0
691;26/07/2023;13:00;OVIEDO01;Oviedo;1;0;0;26;0;baja;cierre;1;1;2;0
692;07/02/2023;10:45;GIJON01;Gijon;1;0;0;7;0;media;manana;1;0;1;0
693;05/08/2021;10:30;GIJON01;Gijon;1;0;0;5;1;alta;manana;1;0;3;0
694;20/12/2022;10:15;CADIZ01;Cadiz;1;0;0;20;0;media;manana;1;0;1;1
695;27/02/2024;13:45;CADIZ01;Cadiz;0;0;0;27;1;media;cierre;0;1;1;0
696;31/01/2024;8:00;LASROZAS01;Las Rozas;1;0;0;31;0;media;manana;1;1;2;0
697;10/01/2025;14:00;BARCELONA01;Barcelona;0;0;0;10;0;media;cierre;0;0;4;0
698;22/11/2023;8:45;LASROZAS01;Las Rozas;1;0;0;22;1;alta;manana;1;0;2;0
699;15/11/2023;8:30;BARCELONA01;Barcelona;0;0;0;15;0;alta;manana;0;0;2;1
700;20/07/2020;14:15;MADRID01;Madrid;1;0;0;20;0;baja;cierre;1;0;0;0
701;09/08/2024;12:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;9;0;media;cierre;1;0;4;0
702;28/01/2023;12:30;SALAMANCA01;Salamanca;0;0;0;28;1;baja;cierre;0;1;5;0
703;01/08/2022;13:00;DIAGONAL01;Diagonal;1;0;0;1;0;media;cierre;1;0;0;0
704;25/01/2022;11:30;GIJON01;Gijon;1;0;0;25;1;alta;manana;1;1;1;0
705;16/12/2023;14:45;MADRIDODONNELL01;Madrid O Donnell;0;0;0;16;0;alta;cierre;0;0;5;0
706;08/01/2025;14:00;VIGO01;Vigo;0;0;0;8;1;alta;cierre;0;0;2;0
707;05/02/2020;10:30;M?STOLES01;M?stoles;0;0;0;5;0;media;manana;0;0;2;0
708;11/11/2023;10:00;ODONNELL01;O Donnell;1;0;0;11;0;baja;manana;1;0;5;1
709;12/09/2024;12:15;LASPALMASDEGC01;Las Palmas de GC;0;0;0;12;0;baja;cierre;0;0;3;0
710;06/02/2021;9:45;ZARAGOZA01;Zaragoza;1;0;0;6;1;media;manana;1;0;5;0
711;11/12/2024;9:00;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;11;0;alta;manana;1;0;2;0
712;08/07/2024;10:30;BARCELONA01;Barcelona;0;0;0;8;0;media;manana;0;0;0;0
713;11/06/2024;8:30;VALENCIA01;Valencia;0;0;0;11;1;alta;manana;0;0;1;0
714;14/08/2021;12:15;VALENCIA01;Valencia;0;0;0;14;0;media;cierre;0;0;5;0
715;27/08/2021;14:45;VALENCIA01;Valencia;0;0;0;27;1;media;cierre;0;1;4;0
716;24/05/2024;14:00;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;24;0;media;cierre;1;0;4;0
717;12/09/2020;12:30;MADRID01;Madrid;1;1;1;12;0;media;cierre;1;0;5;0
718;23/04/2024;8:15;MADRID01;Madrid;1;1;1;23;1;media;manana;1;0;1;0
719;02/10/2023;10:30;VALENCIA01;Valencia;1;0;0;2;0;media;manana;1;0;0;0
720;21/07/2023;10:30;BARCELONA01;Barcelona;1;0;1;21;0;baja;manana;1;0;4;0
721;26/02/2024;8:15;VALENCIA01;Valencia;0;0;0;26;0;baja;manana;0;1;0;0
722;04/09/2024;14:15;TENERIFE01;Tenerife;1;0;0;4;0;alta;cierre;1;0;2;0
723;11/06/2021;12:45;ACORUNA01;A Coruna;0;0;0;11;1;alta;cierre;0;0;4;0
724;05/11/2022;8:15;MADRID01;Madrid;1;0;0;5;1;alta;manana;1;0;5;0
725;01/12/2023;13:00;SEVILLA01;Sevilla;1;0;0;1;1;alta;cierre;1;0;4;0
726;16/07/2020;8:15;GIJON01;Gijon;1;1;1;16;0;alta;manana;1;0;3;0
727;17/04/2020;11:45;MADRID01;Madrid;0;0;0;17;0;media;manana;0;0;4;0
728;28/04/2022;11:30;SANTAENGRACIA01;Santa Engracia;1;0;0;28;0;alta;manana;1;1;3;1
729;24/01/2025;9:30;SANTANDER01;Santander;1;0;1;24;1;baja;manana;1;0;4;0
730;17/02/2020;10:30;ACACIAS01;Acacias;0;0;0;17;0;baja;manana;0;0;0;0
731;25/09/2023;14:00;LASPALMAS01;Las Palmas;0;0;0;25;1;alta;cierre;0;1;0;0
732;17/10/2024;8:15;MADRID01;Madrid;0;0;0;17;0;media;manana;0;0;3;0
733;23/07/2020;9:00;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;23;0;media;manana;0;0;3;0
734;16/02/2022;13:00;ZARAGOZA01;Zaragoza;0;0;0;16;0;media;cierre;0;0;2;0
735;14/06/2022;10:45;MADRIDODONNELL01;Madrid O Donnell;0;0;0;14;0;baja;manana;0;0;1;0
736;19/01/2024;13:45;MADRID01;Madrid;0;0;0;19;1;media;cierre;0;0;4;0
737;30/05/2025;11:45;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;30;0;baja;manana;0;1;4;0
738;07/07/2023;11:30;TENERIFE01;Tenerife;1;0;0;7;0;media;manana;1;0;4;0
739;17/07/2021;9:00;GRANADA01;Granada;0;0;0;17;0;baja;manana;0;0;5;0
740;24/06/2021;10:45;MADRID01;Madrid;0;0;0;24;0;media;manana;0;0;3;0
741;09/09/2022;8:30;LASPALMAS01;Las Palmas;0;0;0;9;0;baja;manana;0;0;4;1
742;28/11/2022;13:45;LASPALMASDEGC01;Las Palmas de GC;1;0;0;28;0;baja;cierre;1;1;0;0
743;03/07/2024;12:30;SANTAENGRACIA01;Santa Engracia;0;0;0;3;0;baja;cierre;0;0;2;0
744;02/05/2023;8:15;ACORUNA01;A Coruna;0;0;0;2;0;media;manana;0;0;1;0
745;03/04/2021;11:00;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;3;1;baja;manana;1;0;5;0
746;17/02/2021;8:15;CORDOBA01;Cordoba;0;0;0;17;0;media;manana;0;0;2;0
747;12/08/2020;10:15;SALAMANCA01;Salamanca;0;0;0;12;1;media;manana;0;0;2;0
748;20/08/2021;14:15;MALAGA01;Malaga;1;0;0;20;0;baja;cierre;1;0;4;0
749;13/12/2023;14:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;13;0;media;cierre;0;0;2;1
750;26/12/2024;10:30;MADRID01;Madrid;0;0;0;26;0;baja;manana;0;1;3;0
751;12/07/2024;8:00;LASROZAS01;Las Rozas;0;0;0;12;0;media;manana;0;0;4;0
752;28/08/2024;11:45;SANTANDER01;Santander;1;0;0;28;0;media;manana;1;1;2;0
753;03/09/2022;9:15;TENERIFE01;Tenerife;0;0;0;3;0;media;manana;0;0;5;0
754;09/01/2023;11:15;VALLADOLID01;Valladolid;1;0;0;9;0;baja;manana;1;0;0;0
755;14/01/2023;12:30;MADRIDODONNELL01;Madrid O Donnell;0;0;0;14;1;media;cierre;0;0;5;0
756;14/09/2023;8:45;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;14;0;media;manana;0;0;3;0
757;08/06/2020;14:00;MADRID01;Madrid;0;0;0;8;0;media;cierre;0;0;0;0
758;10/03/2020;11:00;GIJON01;Gijon;0;0;0;10;0;alta;manana;0;0;1;0
759;22/02/2025;11:00;MADRID01;Madrid;1;0;1;22;1;alta;manana;1;0;5;0
760;25/03/2022;14:30;COSTARICA01;Costa Rica;1;0;1;25;0;baja;cierre;1;1;4;0
761;10/03/2022;12:45;CADIZ01;Cadiz;0;0;0;10;0;media;cierre;0;0;3;0
762;23/07/2020;12:45;MADRIDODONNELL01;Madrid O Donnell;1;0;1;23;0;baja;cierre;1;0;3;0
763;24/08/2022;13:45;GRANADA01;Granada;1;0;0;24;1;alta;cierre;1;0;2;0
764;23/10/2023;10:00;BARCELONA01;Barcelona;0;0;0;23;0;media;manana;0;0;0;0
765;04/04/2020;11:00;MADRID01;Madrid;0;0;0;4;0;media;manana;0;0;5;0
766;17/11/2022;10:15;VALLADOLID01;Valladolid;1;0;0;17;0;alta;manana;1;0;3;0
767;11/01/2024;14:45;BILBAO01;Bilbao;0;0;0;11;0;media;cierre;0;0;3;1
768;27/08/2020;14:30;VALENCIA01;Valencia;0;0;0;27;0;media;cierre;0;1;3;0
769;25/06/2022;8:45;MADRIDODONNELL01;Madrid O Donnell;1;0;1;25;1;alta;manana;1;1;5;0
770;30/01/2024;14:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;30;0;media;cierre;0;1;1;0
771;27/01/2024;9:45;GIJON01;Gijon;1;0;0;27;0;media;manana;1;1;5;1
772;25/01/2025;12:45;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;25;1;alta;cierre;1;1;5;1
773;04/10/2024;12:00;ODONNELL01;O Donnell;0;0;0;4;0;media;cierre;0;0;4;0
774;20/08/2024;11:30;LASPALMAS01;Las Palmas;0;0;0;20;0;baja;manana;0;0;1;0
775;26/02/2020;13:30;MALAGA01;Malaga;1;0;0;26;0;media;cierre;1;1;2;0
776;03/02/2024;9:30;MADRID01;Madrid;0;0;0;3;0;alta;manana;0;0;5;0
777;27/04/2024;14:15;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;27;1;alta;cierre;0;1;5;0
778;18/01/2025;8:00;ALICANTE01;Alicante;0;0;0;18;1;media;manana;0;0;5;0
779;16/10/2023;12:15;LASPALMAS01;Las Palmas;1;0;0;16;0;baja;cierre;1;0;0;1
780;04/09/2024;14:30;ODONNELL01;O Donnell;1;0;0;4;0;media;cierre;1;0;2;0
781;02/01/2025;10:15;MADRID01;Madrid;0;0;0;2;0;media;manana;0;0;3;0
782;17/07/2024;9:00;MADRID01;Madrid;0;0;0;17;1;media;manana;0;0;2;0
783;06/03/2025;9:30;LASROZAS01;Las Rozas;1;0;1;6;0;media;manana;1;0;3;0
784;05/03/2024;9:15;SANTANDER01;Santander;0;0;0;5;0;baja;manana;0;0;1;1
785;19/02/2022;12:15;COSTARICA01;Costa Rica;0;0;0;19;0;media;cierre;0;0;5;1
786;12/07/2021;14:00;SANTANDER01;Santander;1;0;0;12;0;baja;cierre;1;0;0;0
787;27/02/2023;9:45;SANTANDER01;Santander;0;0;0;27;1;media;manana;0;1;0;0
788;15/05/2023;11:45;SANTANDER01;Santander;0;0;0;15;0;media;manana;0;0;0;0
789;28/05/2024;13:30;MALAGA01;Malaga;0;0;0;28;1;baja;cierre;0;1;1;1
790;24/05/2022;14:30;MADRIDODONNELL01;Madrid O Donnell;0;0;0;24;0;media;cierre;0;0;1;0
791;19/07/2022;9:45;MALAGA01;Malaga;1;0;1;19;0;media;manana;1;0;1;0
792;23/02/2023;8:45;CORDOBA01;Cordoba;0;0;0;23;1;alta;manana;0;0;3;0
793;01/03/2021;11:30;BARCELONA01;Barcelona;0;0;0;1;1;baja;manana;0;0;0;0
794;28/02/2023;14:30;MURCIA01;Murcia;1;0;0;28;0;baja;cierre;1;1;1;0
795;27/08/2024;12:00;MADRID01;Madrid;0;0;0;27;0;media;cierre;0;1;1;0
